io.github.youngtaekh:android-util;io.github.youngtaekh;android-util
com.github.kanlon:elasticsearch-sql;com.github.kanlon;elasticsearch-sql
nl.astraeus:kotlin-css-generator-jvm;nl.astraeus;kotlin-css-generator-jvm
nl.astraeus:kotlin-css-generator-js;nl.astraeus;kotlin-css-generator-js
com.github.kanlon:language-distinguish;com.github.kanlon;language-distinguish
io.github.joel-jeremy.externalized-properties:externalized-properties-git;io.github.joel-jeremy.externalized-properties;externalized-properties-git
io.github.joel-jeremy.externalized-properties:externalized-properties-database;io.github.joel-jeremy.externalized-properties;externalized-properties-database
io.github.joel-jeremy.externalized-properties:externalized-properties-core;io.github.joel-jeremy.externalized-properties;externalized-properties-core
io.github.szhittech:logc;io.github.szhittech;logc
io.githunb.renxh4:compress_png;io.githunb.renxh4;compress_png
org.eclipse.dirigible:dirigible-components-registry;org.eclipse.dirigible;dirigible-components-registry
org.eclipse.dirigible:dirigible-components-initializers;org.eclipse.dirigible;dirigible-components-initializers
org.eclipse.dirigible:dirigible-components-extensions;org.eclipse.dirigible;dirigible-components-extensions
org.eclipse.dirigible:dirigible-components-database;org.eclipse.dirigible;dirigible-components-database
org.eclipse.dirigible:dirigible-components-repository;org.eclipse.dirigible;dirigible-components-repository
org.eclipse.dirigible:dirigible-components-configurations;org.eclipse.dirigible;dirigible-components-configurations
org.eclipse.dirigible:dirigible-components-base;org.eclipse.dirigible;dirigible-components-base
org.requirementsascode.act:act-token;org.requirementsascode.act;act-token
io.github.m2ci-msp:jtgt;io.github.m2ci-msp;jtgt
com.google.cloud:google-cloud-logging-servlet-initializer;com.google.cloud;google-cloud-logging-servlet-initializer
io.github.cqpsjsl:fastbean;io.github.cqpsjsl;fastbean
org.apache.shardingsphere:shardingsphere-pipeline-test;org.apache.shardingsphere;shardingsphere-pipeline-test
org.apache.shardingsphere:shardingsphere-rewrite-test;org.apache.shardingsphere;shardingsphere-rewrite-test
org.apache.shardingsphere:shardingsphere-integration-driver-test;org.apache.shardingsphere;shardingsphere-integration-driver-test
org.apache.shardingsphere:shardingsphere-jdbc-core-spring-namespace;org.apache.shardingsphere;shardingsphere-jdbc-core-spring-namespace
org.apache.shardingsphere:shardingsphere-db-discovery-spring-namespace;org.apache.shardingsphere;shardingsphere-db-discovery-spring-namespace
org.apache.shardingsphere:shardingsphere-shadow-spring-namespace;org.apache.shardingsphere;shardingsphere-shadow-spring-namespace
org.apache.shardingsphere:shardingsphere-encrypt-spring-namespace;org.apache.shardingsphere;shardingsphere-encrypt-spring-namespace
org.apache.shardingsphere:shardingsphere-readwrite-splitting-spring-namespace;org.apache.shardingsphere;shardingsphere-readwrite-splitting-spring-namespace
org.apache.shardingsphere:shardingsphere-sharding-spring-namespace;org.apache.shardingsphere;shardingsphere-sharding-spring-namespace
org.apache.shardingsphere:shardingsphere-jdbc-core-spring-boot-starter;org.apache.shardingsphere;shardingsphere-jdbc-core-spring-boot-starter
org.apache.shardingsphere:shardingsphere-jdbc-core-spring;org.apache.shardingsphere;shardingsphere-jdbc-core-spring
org.apache.shardingsphere:shardingsphere-jdbc-transaction-spring;org.apache.shardingsphere;shardingsphere-jdbc-transaction-spring
org.apache.shardingsphere:shardingsphere-readwrite-splitting-spring-boot-starter;org.apache.shardingsphere;shardingsphere-readwrite-splitting-spring-boot-starter
org.apache.shardingsphere:shardingsphere-readwrite-splitting-spring;org.apache.shardingsphere;shardingsphere-readwrite-splitting-spring
org.apache.shardingsphere:shardingsphere-encrypt-spring-boot-starter;org.apache.shardingsphere;shardingsphere-encrypt-spring-boot-starter
org.apache.shardingsphere:shardingsphere-encrypt-spring;org.apache.shardingsphere;shardingsphere-encrypt-spring
org.apache.shardingsphere:shardingsphere-db-discovery-spring-boot-starter;org.apache.shardingsphere;shardingsphere-db-discovery-spring-boot-starter
org.apache.shardingsphere:shardingsphere-db-discovery-spring;org.apache.shardingsphere;shardingsphere-db-discovery-spring
org.apache.shardingsphere:shardingsphere-shadow-spring-boot-starter;org.apache.shardingsphere;shardingsphere-shadow-spring-boot-starter
org.apache.shardingsphere:shardingsphere-shadow-spring;org.apache.shardingsphere;shardingsphere-shadow-spring
org.apache.shardingsphere:shardingsphere-sharding-spring-boot-starter;org.apache.shardingsphere;shardingsphere-sharding-spring-boot-starter
org.apache.shardingsphere:shardingsphere-sharding-spring;org.apache.shardingsphere;shardingsphere-sharding-spring
org.apache.shardingsphere:shardingsphere-sql-translator-spring-namespace;org.apache.shardingsphere;shardingsphere-sql-translator-spring-namespace
org.apache.shardingsphere:shardingsphere-sql-translator-spring-boot-starter;org.apache.shardingsphere;shardingsphere-sql-translator-spring-boot-starter
org.apache.shardingsphere:shardingsphere-sql-translator-spring;org.apache.shardingsphere;shardingsphere-sql-translator-spring
com.manydesigns:portofino-groovy-service-archetype;com.manydesigns;portofino-groovy-service-archetype
org.apache.shardingsphere:shardingsphere-parser-spring-namespace;org.apache.shardingsphere;shardingsphere-parser-spring-namespace
org.apache.shardingsphere:shardingsphere-jdbc-spring-namespace-infra;org.apache.shardingsphere;shardingsphere-jdbc-spring-namespace-infra
org.apache.shardingsphere:shardingsphere-parser-spring-boot-starter;org.apache.shardingsphere;shardingsphere-parser-spring-boot-starter
org.apache.shardingsphere:shardingsphere-parser-spring;org.apache.shardingsphere;shardingsphere-parser-spring
org.apache.shardingsphere:shardingsphere-jdbc-spring-boot-starter-infra;org.apache.shardingsphere;shardingsphere-jdbc-spring-boot-starter-infra
com.manydesigns:portofino-spring-boot-with-dispatcher;com.manydesigns;portofino-spring-boot-with-dispatcher
org.apache.shardingsphere:shardingsphere-jdbc-spring-infra;org.apache.shardingsphere;shardingsphere-jdbc-spring-infra
org.apache.shardingsphere:shardingsphere-jdbc-spring;org.apache.shardingsphere;shardingsphere-jdbc-spring
com.manydesigns:portofino-java-service-archetype;com.manydesigns;portofino-java-service-archetype
org.apache.shardingsphere:shardingsphere-cluster-mode-repository-zookeeper-curator;org.apache.shardingsphere;shardingsphere-cluster-mode-repository-zookeeper-curator
org.apache.shardingsphere:shardingsphere-test;org.apache.shardingsphere;shardingsphere-test
xyz.seleya.product:ens-client;xyz.seleya.product;ens-client
io.github.lni-dev:lapi;io.github.lni-dev;lapi
org.yamcs:yamcs-protoc-plugin;org.yamcs;yamcs-protoc-plugin
io.github.q3769:jlf-tinylog;io.github.q3769;jlf-tinylog
io.github.q3769:jlf-api;io.github.q3769;jlf-api
io.split.openfeature:split-openfeature-provider;io.split.openfeature;split-openfeature-provider
org.webjars.npm:github-com-aratcliffe-Leaflet-contextmenu;org.webjars.npm;github-com-aratcliffe-Leaflet-contextmenu
io.github.appoptics:solarwinds-apm-agent;io.github.appoptics;solarwinds-apm-agent
com.blankj:utilcodex;com.blankj;utilcodex
io.mateu:security-core;io.mateu;security-core
com.liferay:com.liferay.segments.demo.data.creator.impl;com.liferay;com.liferay.segments.demo.data.creator.impl
io.github.yeluod:LambdaKit;io.github.yeluod;LambdaKit
io.github.zzlgo:etcd-config-spring-boot;io.github.zzlgo;etcd-config-spring-boot
io.github.zzlgo:etcd-config-spring-boot-starter;io.github.zzlgo;etcd-config-spring-boot-starter
com.zhg2yqq:dynamiccode-spring-boot-starter;com.zhg2yqq;dynamiccode-spring-boot-starter
com.zhg2yqq:wheels-dynamic-code;com.zhg2yqq;wheels-dynamic-code
com.softwaremill.common:tagging_2.11;com.softwaremill.common;tagging_2.11
com.softwaremill.common:tagging_native0.4_2.11;com.softwaremill.common;tagging_native0.4_2.11
com.softwaremill.common:tagging_native0.4_2.12;com.softwaremill.common;tagging_native0.4_2.12
com.softwaremill.common:tagging_native0.4_2.13;com.softwaremill.common;tagging_native0.4_2.13
com.softwaremill.common:tagging_native0.4_3;com.softwaremill.common;tagging_native0.4_3
com.softwaremill.common:tagging_sjs1_2.11;com.softwaremill.common;tagging_sjs1_2.11
com.github.nezasa:kamon-akka-grpc_2.13;com.github.nezasa;kamon-akka-grpc_2.13
com.github.nezasa:kamon-akka-grpc_2.12;com.github.nezasa;kamon-akka-grpc_2.12
org.ehcache.modules:ehcache-server;org.ehcache.modules;ehcache-server
org.ehcache.modules:ehcache-common;org.ehcache.modules;ehcache-common
org.ehcache.modules:ehcache-client;org.ehcache.modules;ehcache-client
io.github.vdaburon:jmeter-graph-tool-maven-plugin;io.github.vdaburon;jmeter-graph-tool-maven-plugin
com.armanbilge:circe-scala-yaml_native0.4_3;com.armanbilge;circe-scala-yaml_native0.4_3
com.armanbilge:circe-scala-yaml_sjs1_2.13;com.armanbilge;circe-scala-yaml_sjs1_2.13
com.armanbilge:circe-scala-yaml_sjs1_3;com.armanbilge;circe-scala-yaml_sjs1_3
com.armanbilge:circe-scala-yaml_2.13;com.armanbilge;circe-scala-yaml_2.13
com.armanbilge:circe-scala-yaml_3;com.armanbilge;circe-scala-yaml_3
com.armanbilge:circe-scala-yaml_native0.4_2.13;com.armanbilge;circe-scala-yaml_native0.4_2.13
com.hortonworks.registries:serdes-examples;com.hortonworks.registries;serdes-examples
com.hortonworks.registries:schema-lifecycle;com.hortonworks.registries;schema-lifecycle
com.hortonworks.registries:avro-examples;com.hortonworks.registries;avro-examples
com.hortonworks.registries:storage-tool;com.hortonworks.registries;storage-tool
com.hortonworks.registries:storage-core;com.hortonworks.registries;storage-core
com.hortonworks.registries:storage-common;com.hortonworks.registries;storage-common
com.hortonworks.registries:ssl-authenticator;com.hortonworks.registries;ssl-authenticator
com.hortonworks.registries:schema-registry-webservice;com.hortonworks.registries;schema-registry-webservice
com.hortonworks.registries:schema-registry-serdes;com.hortonworks.registries;schema-registry-serdes
com.hortonworks.registries:schema-registry-core;com.hortonworks.registries;schema-registry-core
com.hortonworks.registries:schema-registry-common;com.hortonworks.registries;schema-registry-common
com.hortonworks.registries:schema-registry-client;com.hortonworks.registries;schema-registry-client
com.hortonworks.registries:schema-registry-authorizer;com.hortonworks.registries;schema-registry-authorizer
com.hortonworks.registries:oauth2-common;com.hortonworks.registries;oauth2-common
com.hortonworks.registries:oauth2-authenticator;com.hortonworks.registries;oauth2-authenticator
com.hortonworks.registries:schema-registry;com.hortonworks.registries;schema-registry
com.hortonworks.registries:atlas-module;com.hortonworks.registries;atlas-module
com.hortonworks.registries:atlas-common;com.hortonworks.registries;atlas-common
com.hortonworks.registries:storage;com.hortonworks.registries;storage
com.hortonworks.registries:registry-webservice;com.hortonworks.registries;registry-webservice
com.hortonworks.registries:registry-common-client;com.hortonworks.registries;registry-common-client
com.hortonworks.registries:registry-common;com.hortonworks.registries;registry-common
com.hortonworks.registries:examples;com.hortonworks.registries;examples
com.hortonworks.registries:common-auth;com.hortonworks.registries;common-auth
com.hortonworks.registries:cache;com.hortonworks.registries;cache
com.hortonworks.registries:atlas-integration;com.hortonworks.registries;atlas-integration
io.github.starlangsoftware:DataStructure;io.github.starlangsoftware;DataStructure
org.webjars.npm:magic-error;org.webjars.npm;magic-error
org.webjars.npm:stoplight__lifecycle;org.webjars.npm;stoplight__lifecycle
io.storj:uplink-android;io.storj;uplink-android
org.webjars.npm:sentry__minimal;org.webjars.npm;sentry__minimal
org.webjars.npm:types__react-redux;org.webjars.npm;types__react-redux
com.intercom:android-composer-gallery;com.intercom;android-composer-gallery
com.intercom:android-composer;com.intercom;android-composer
net.heberling.binarynotes:binarynotes-dist;net.heberling.binarynotes;binarynotes-dist
net.heberling.binarynotes:binarynotes;net.heberling.binarynotes;binarynotes
net.heberling.binarynotes:bncompiler;net.heberling.binarynotes;bncompiler
net.heberling.binarynotes:binarynotes-parent;net.heberling.binarynotes;binarynotes-parent
org.apache.iotdb:thrift-multi-leader-consensus;org.apache.iotdb;thrift-multi-leader-consensus
com.bidstack:bidstack-mobile-ads-sdk;com.bidstack;bidstack-mobile-ads-sdk
com.techsophy:id-generator;com.techsophy;id-generator
org.apache.isis.valuetypes:isis-valuetypes-vega-ui-wkt;org.apache.isis.valuetypes;isis-valuetypes-vega-ui-wkt
org.apache.isis.valuetypes:isis-valuetypes-vega-ui;org.apache.isis.valuetypes;isis-valuetypes-vega-ui
org.apache.isis.valuetypes:isis-valuetypes-vega-persistence-jpa;org.apache.isis.valuetypes;isis-valuetypes-vega-persistence-jpa
org.apache.isis.valuetypes:isis-valuetypes-vega-persistence-jdo;org.apache.isis.valuetypes;isis-valuetypes-vega-persistence-jdo
org.apache.isis.valuetypes:isis-valuetypes-vega-metamodel;org.apache.isis.valuetypes;isis-valuetypes-vega-metamodel
org.apache.isis.valuetypes:isis-valuetypes-vega-applib;org.apache.isis.valuetypes;isis-valuetypes-vega-applib
org.apache.isis.valuetypes:isis-valuetypes-vega;org.apache.isis.valuetypes;isis-valuetypes-vega
org.apache.isis.valuetypes:isis-valuetypes-markdown-persistence-jpa;org.apache.isis.valuetypes;isis-valuetypes-markdown-persistence-jpa
org.apache.isis.valuetypes:isis-valuetypes-markdown-persistence-jdo;org.apache.isis.valuetypes;isis-valuetypes-markdown-persistence-jdo
org.apache.isis.valuetypes:isis-valuetypes-markdown-ui-wkt;org.apache.isis.valuetypes;isis-valuetypes-markdown-ui-wkt
org.apache.isis.valuetypes:isis-valuetypes-markdown-ui;org.apache.isis.valuetypes;isis-valuetypes-markdown-ui
org.apache.isis.valuetypes:isis-valuetypes-markdown-metamodel;org.apache.isis.valuetypes;isis-valuetypes-markdown-metamodel
org.apache.isis.valuetypes:isis-valuetypes-markdown-applib;org.apache.isis.valuetypes;isis-valuetypes-markdown-applib
org.apache.isis.valuetypes:isis-valuetypes-markdown;org.apache.isis.valuetypes;isis-valuetypes-markdown
org.apache.isis.valuetypes:isis-valuetypes-asciidoc-ui-wkt;org.apache.isis.valuetypes;isis-valuetypes-asciidoc-ui-wkt
org.apache.isis.valuetypes:isis-valuetypes-asciidoc-ui;org.apache.isis.valuetypes;isis-valuetypes-asciidoc-ui
org.apache.isis.valuetypes:isis-valuetypes-asciidoc-persistence-jpa;org.apache.isis.valuetypes;isis-valuetypes-asciidoc-persistence-jpa
org.apache.isis.valuetypes:isis-valuetypes-asciidoc-persistence-jdo;org.apache.isis.valuetypes;isis-valuetypes-asciidoc-persistence-jdo
org.apache.isis.valuetypes:isis-valuetypes-asciidoc-metamodel;org.apache.isis.valuetypes;isis-valuetypes-asciidoc-metamodel
org.apache.isis.valuetypes:isis-valuetypes-asciidoc-applib;org.apache.isis.valuetypes;isis-valuetypes-asciidoc-applib
org.apache.isis.valuetypes:isis-valuetypes-asciidoc;org.apache.isis.valuetypes;isis-valuetypes-asciidoc
org.apache.isis.testing:isis-testing-specsupport-applib;org.apache.isis.testing;isis-testing-specsupport-applib
org.apache.isis.testing:isis-testing-specsupport;org.apache.isis.testing;isis-testing-specsupport
org.apache.isis.testing:isis-testing-hsqldbmgr-ui;org.apache.isis.testing;isis-testing-hsqldbmgr-ui
org.apache.isis.testing:isis-testing-hsqldbmgr;org.apache.isis.testing;isis-testing-hsqldbmgr
org.apache.isis.testing:isis-testing-h2console-ui;org.apache.isis.testing;isis-testing-h2console-ui
org.apache.isis.testing:isis-testing-h2console;org.apache.isis.testing;isis-testing-h2console
org.apache.isis.testing:isis-testing-fakedata-integtests;org.apache.isis.testing;isis-testing-fakedata-integtests
org.apache.isis.testing:isis-testing-fakedata-fixtures;org.apache.isis.testing;isis-testing-fakedata-fixtures
org.apache.isis.testing:isis-testing-archtestsupport-applib;org.apache.isis.testing;isis-testing-archtestsupport-applib
org.apache.isis.testing:isis-testing-archtestsupport;org.apache.isis.testing;isis-testing-archtestsupport
org.apache.isis.app:isis-app-starter-parent;org.apache.isis.app;isis-app-starter-parent
org.apache.isis.extensions:isis-extensions-pdfjs-wicket-ui;org.apache.isis.extensions;isis-extensions-pdfjs-wicket-ui
org.apache.isis.extensions:isis-extensions-pdfjs-wicket-integration;org.apache.isis.extensions;isis-extensions-pdfjs-wicket-integration
org.apache.isis.extensions:isis-extensions-pdfjs-wicket;org.apache.isis.extensions;isis-extensions-pdfjs-wicket
org.apache.isis.extensions:isis-extensions-pdfjs-metamodel;org.apache.isis.extensions;isis-extensions-pdfjs-metamodel
org.apache.isis.extensions:isis-extensions-pdfjs-applib;org.apache.isis.extensions;isis-extensions-pdfjs-applib
org.apache.isis.extensions:isis-extensions-pdfjs;org.apache.isis.extensions;isis-extensions-pdfjs
org.apache.isis.extensions:isis-extensions-fullcalendar-wicket-ui;org.apache.isis.extensions;isis-extensions-fullcalendar-wicket-ui
org.apache.isis.extensions:isis-extensions-fullcalendar-wicket-integration;org.apache.isis.extensions;isis-extensions-fullcalendar-wicket-integration
org.apache.isis.extensions:isis-extensions-fullcalendar-wicket;org.apache.isis.extensions;isis-extensions-fullcalendar-wicket
org.apache.isis.extensions:isis-extensions-fullcalendar-applib;org.apache.isis.extensions;isis-extensions-fullcalendar-applib
org.apache.isis.extensions:isis-extensions-fullcalendar;org.apache.isis.extensions;isis-extensions-fullcalendar
org.apache.isis.extensions:isis-extensions-sse-wicket;org.apache.isis.extensions;isis-extensions-sse-wicket
org.apache.isis.extensions:isis-extensions-sse-metamodel;org.apache.isis.extensions;isis-extensions-sse-metamodel
org.apache.isis.extensions:isis-extensions-sse-applib;org.apache.isis.extensions;isis-extensions-sse-applib
org.apache.isis.extensions:isis-extensions-sse;org.apache.isis.extensions;isis-extensions-sse
org.apache.isis.extensions:isis-extensions-exceldownload-wicket-ui;org.apache.isis.extensions;isis-extensions-exceldownload-wicket-ui
org.apache.isis.extensions:isis-extensions-exceldownload;org.apache.isis.extensions;isis-extensions-exceldownload
org.apache.isis.extensions:isis-extensions-cors-impl;org.apache.isis.extensions;isis-extensions-cors-impl
org.apache.isis.extensions:isis-extensions-cors;org.apache.isis.extensions;isis-extensions-cors
org.apache.isis.extensions:isis-extensions-sessionlog-persistence-jpa;org.apache.isis.extensions;isis-extensions-sessionlog-persistence-jpa
org.apache.isis.extensions:isis-extensions-sessionlog-persistence-jdo;org.apache.isis.extensions;isis-extensions-sessionlog-persistence-jdo
org.apache.isis.extensions:isis-extensions-sessionlog-applib;org.apache.isis.extensions;isis-extensions-sessionlog-applib
org.apache.isis.extensions:isis-extensions-sessionlog;org.apache.isis.extensions;isis-extensions-sessionlog
org.apache.isis.extensions:isis-extensions-spring-security-oauth2;org.apache.isis.extensions;isis-extensions-spring-security-oauth2
org.apache.isis.extensions:isis-extensions-shiro-realm-ldap-impl;org.apache.isis.extensions;isis-extensions-shiro-realm-ldap-impl
org.apache.isis.extensions:isis-extensions-shiro-realm-ldap;org.apache.isis.extensions;isis-extensions-shiro-realm-ldap
org.apache.isis.extensions:isis-extensions-secman-delegated-springoauth2;org.apache.isis.extensions;isis-extensions-secman-delegated-springoauth2
org.apache.isis.extensions:isis-extensions-secman-delegated-shiro;org.apache.isis.extensions;isis-extensions-secman-delegated-shiro
org.apache.isis.extensions:isis-extensions-secman-persistence-jpa;org.apache.isis.extensions;isis-extensions-secman-persistence-jpa
org.apache.isis.extensions:isis-extensions-secman-persistence-jdo;org.apache.isis.extensions;isis-extensions-secman-persistence-jdo
org.apache.isis.extensions:isis-extensions-secman-encryption-spring;org.apache.isis.extensions;isis-extensions-secman-encryption-spring
